alpha_3,ADM0_PCODE,ADM0_REF,ADM1_PCODE,ADM1_REF,ADM2_PCODE,ADM2_REF,ADM3_PCODE,ADM3_REF,ADM_LEVEL,ADM_PCODE,ADM_REF,Season,CHIRPS_mean,CHIRPS_min,CHIRPS_max
ETH,ET,Ethiopia,ET05,Somali,ET0509,Liban,ET050902,Dolo Ado,3,ET050902,Dolo Ado,marmay,42.06844,-0.51424,91.63608
ETH,ET,Ethiopia,ET05,Somali,ET0509,Liban,ET050903,Goro Baqaqsa,3,ET050903,Goro Baqaqsa,marmay,91.66669,62.80481,125.0719
ETH,ET,Ethiopia,ET05,Somali,ET0509,Liban,ET050904,Guradamole,3,ET050904,Guradamole,marmay,86.21698,62.49911,108.53632
ETH,ET,Ethiopia,ET05,Somali,ET0509,Liban,ET050991,Deka Suftu,3,ET050991,Deka Suftu,marmay,127.17025,78.92892,173.54657
ETH,ET,Ethiopia,ET05,Somali,ET0509,Liban,ET050999,Bokolmayo,3,ET050999,Bokolmayo,marmay,58.26675,-9.28781,111.95152
ETH,ET,Ethiopia,ET05,Somali,ET0510,Nogob,ET051001,Ayun,3,ET051001,Ayun,marmay,66.69625,23.03412,110.78441
ETH,ET,Ethiopia,ET05,Somali,ET0510,Nogob,ET051002,Elwayne,3,ET051002,Elwayne,marmay,63.36313,27.00354,117.0041
ETH,ET,Ethiopia,ET05,Somali,ET0510,Nogob,ET051003,Garbo,3,ET051003,Garbo,marmay,129.79369,97.8766,152.72913
ETH,ET,Ethiopia,ET05,Somali,ET0510,Nogob,ET051005,Sagag,3,ET051005,Sagag,marmay,97.72981,57.63705,144.53903
ETH,ET,Ethiopia,ET05,Somali,ET0510,Nogob,ET051006,Dihun,3,ET051006,Dihun,marmay,99.76684,62.39857,129.48456
ETH,ET,Ethiopia,ET05,Somali,ET0510,Nogob,ET051095,Horshagah,3,ET051095,Horshagah,marmay,123.97003,88.87668,154.64949
ETH,ET,Ethiopia,ET05,Somali,ET0510,Nogob,ET051096,Hararey,3,ET051096,Hararey,marmay,113.31396,84.30392,135.78029
ETH,ET,Ethiopia,ET05,Somali,ET0511,Daawa,ET051103,Moyale (SM),3,ET051103,Moyale (SM),marmay,149.96573,106.83426,236.24817
ETH,ET,Ethiopia,ET05,Somali,ET0511,Daawa,ET051104,Hudet,3,ET051104,Hudet,marmay,132.37888,83.92792,176.90753
ETH,ET,Ethiopia,ET05,Somali,ET0511,Daawa,ET051187,Mubarek,3,ET051187,Mubarek,marmay,84.74667,36.91072,147.71722
ETH,ET,Ethiopia,ET05,Somali,ET0511,Daawa,ET051198,Qada Duma,3,ET051198,Qada Duma,marmay,120.80944,83.56046,170.241
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0602,Metekel,ET060200,Gilgel Beles town,3,ET060200,Gilgel Beles town,marmay,,,
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0602,Metekel,ET060201,Dangur,3,ET060201,Dangur,marmay,-51.64855,-75.13647,-25.54926
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0602,Metekel,ET060202,Guba,3,ET060202,Guba,marmay,-52.13497,-74.74983,-27.15134
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0602,Metekel,ET060203,Wembera,3,ET060203,Wembera,marmay,-51.24853,-88.46474,-15.94368
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0602,Metekel,ET060204,Mandura,3,ET060204,Mandura,marmay,-45.90928,-60.07115,-25.34265
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0602,Metekel,ET060205,Dibate,3,ET060205,Dibate,marmay,-59.9246,-84.1153,-41.54706
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0602,Metekel,ET060206,Pawe,3,ET060206,Pawe,marmay,-29.40458,-45.04895,-18.57524
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0602,Metekel,ET060207,Bulen,3,ET060207,Bulen,marmay,-56.56471,-73.47713,-36.52849
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0603,Assosa,ET060301,Menge,3,ET060301,Menge,marmay,-29.68971,-43.21185,-11.47363
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0603,Assosa,ET060302,Kurmuk,3,ET060302,Kurmuk,marmay,-28.72197,-36.97935,-16.76871
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0603,Assosa,ET060303,Assosa,3,ET060303,Assosa,marmay,-26.88675,-44.13988,0.32114
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0603,Assosa,ET060304,Sherkole,3,ET060304,Sherkole,marmay,-30.25282,-47.51045,-13.82481
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0603,Assosa,ET060305,Bambasi,3,ET060305,Bambasi,marmay,-11.64611,-46.10551,38.32277
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0603,Assosa,ET060306,Bilidigilu,3,ET060306,Bilidigilu,marmay,-7.61375,-38.01548,17.14772
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0603,Assosa,ET060307,Homosha,3,ET060307,Homosha,marmay,-36.66292,-46.0797,-22.58212
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0603,Assosa,ET060308,Undulu,3,ET060308,Undulu,marmay,-6.86064,-14.7547,1.45761
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0603,Assosa,ET060309,Assosa town Administration,3,ET060309,Assosa town Administration,marmay,,,
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0604,Kamashi,ET060400,Kamashi town,3,ET060400,Kamashi town,marmay,2.24734,2.24734,2.24734
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0604,Kamashi,ET060401,Zayi,3,ET060401,Zayi,marmay,-42.09979,-79.64539,19.87486
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0604,Kamashi,ET060402,Sedal,3,ET060402,Sedal,marmay,-34.07291,-58.83239,-2.67914
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0604,Kamashi,ET060403,Kamashi,3,ET060403,Kamashi,marmay,20.047,-29.36478,90.37573
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0604,Kamashi,ET060404,Dembe,3,ET060404,Dembe,marmay,-14.05218,-38.20084,21.17494
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0604,Kamashi,ET060405,Mizyiga,3,ET060405,Mizyiga,marmay,41.18902,-11.96373,80.32785
ETH,ET,Ethiopia,ET06,Benishangul Gumz,ET0605,Mao Komo Special,ET060508,Maokomo Special,3,ET060508,Maokomo Special,marmay,-11.70453,-47.88255,38.23373
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070101,Kebena,3,ET070101,Kebena,marmay,251.80547,217.13229,270.09756
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070102,Abeshege,3,ET070102,Abeshege,marmay,168.04797,131.60966,228.43182
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070103,Ezha,3,ET070103,Ezha,marmay,291.11768,226.7265,346.07654
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070104,Gedebano Gutazer Welene,3,ET070104,Gedebano Gutazer Welene,marmay,305.96988,256.77237,351.64438
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070105,Sodo,3,ET070105,Sodo,marmay,226.44531,138.57977,295.14294
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070106,Meskan,3,ET070106,Meskan,marmay,325.6771,309.7814,361.41663
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070107,Mareko,3,ET070107,Mareko,marmay,188.12622,121.43788,289.94324
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070108,Endiguagn,3,ET070108,Endiguagn,marmay,135.51591,108.13582,174.58154
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070109,Gumer,3,ET070109,Gumer,marmay,271.92166,233.81857,330.4859
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070110,Cheha,3,ET070110,Cheha,marmay,199.37091,120.79462,276.28619
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070111,Enemor Ener,3,ET070111,Enemor Ener,marmay,146.41972,90.39182,219.52795
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070112,Muhur Na Aklil,3,ET070112,Muhur Na Aklil,marmay,304.96823,238.9715,351.36331
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070113,Geta,3,ET070113,Geta,marmay,214.78164,189.73383,242.03714
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070114,Welkite town,3,ET070114,Welkite town,marmay,214.29727,214.29727,214.29727
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070115,Butajira town,3,ET070115,Butajira town,marmay,347.94705,347.94705,347.94705
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070116,Emdebir town,3,ET070116,Emdebir town,marmay,254.42593,254.42593,254.42593
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070117,Bui town,3,ET070117,Bui town,marmay,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070118,Misrak Meskan,3,ET070118,Misrak Meskan,marmay,305.70003,243.88156,339.1683
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070119,Debub Sodo,3,ET070119,Debub Sodo,marmay,264.08845,211.75557,320.30963
ETH,ET,Ethiopia,ET07,SNNP,ET0701,Guraghe,ET070120,Enor Ener,3,ET070120,Enor Ener,marmay,124.35306,94.87518,165.81958
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070201,Misha,3,ET070201,Misha,marmay,175.1449,164.04196,189.67108
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070202,Gombora,3,ET070202,Gombora,marmay,182.69473,154.33093,200.93668
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070203,Lemmo,3,ET070203,Lemmo,marmay,162.95468,144.59036,197.40451
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070204,Shashogo,3,ET070204,Shashogo,marmay,138.06083,116.02606,164.51273
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070205,Misrak Badawacho,3,ET070205,Misrak Badawacho,marmay,140.34921,123.50183,159.35611
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070206,Soro,3,ET070206,Soro,marmay,186.32705,158.79959,207.31461
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070207,Duna,3,ET070207,Duna,marmay,196.48539,186.84122,206.93176
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070208,Analemmo,3,ET070208,Analemmo,marmay,148.99774,136.39038,166.34796
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070209,Mirab Badowach,3,ET070209,Mirab Badowach,marmay,152.60397,146.25958,161.31036
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070210,Gibe,3,ET070210,Gibe,marmay,136.85686,100.17183,174.04025
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070211,Hosaena town,3,ET070211,Hosaena town,marmay,171.60086,171.60086,171.60086
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070212,Shone Town,3,ET070212,Shone Town,marmay,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070213,Gimbichu town,3,ET070213,Gimbichu town,marmay,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070214,Jajura town,3,ET070214,Jajura town,marmay,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070215,Ameka,3,ET070215,Ameka,marmay,114.25682,88.9509,138.96359
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070216,Siraro Badawacho,3,ET070216,Siraro Badawacho,marmay,115.93578,109.39191,122.47964
ETH,ET,Ethiopia,ET07,SNNP,ET0702,Hadiya,ET070217,Mirab Soro,3,ET070217,Mirab Soro,marmay,199.89873,175.48016,221.82147
ETH,ET,Ethiopia,ET07,SNNP,ET0703,Kembata Tembaro,ET070301,Tembaro,3,ET070301,Tembaro,marmay,207.13778,181.65253,220.42886
ETH,ET,Ethiopia,ET07,SNNP,ET0703,Kembata Tembaro,ET070302,Angacha,3,ET070302,Angacha,marmay,180.41257,169.18088,193.48203
ETH,ET,Ethiopia,ET07,SNNP,ET0703,Kembata Tembaro,ET070303,Kediada Gambela,3,ET070303,Kediada Gambela,marmay,168.13031,155.82938,177.99054
ETH,ET,Ethiopia,ET07,SNNP,ET0703,Kembata Tembaro,ET070304,Kacha Bira,3,ET070304,Kacha Bira,marmay,162.51695,136.88855,192.20508
ETH,ET,Ethiopia,ET07,SNNP,ET0703,Kembata Tembaro,ET070305,Hadero Tunto,3,ET070305,Hadero Tunto,marmay,185.45076,177.26767,195.03748
ETH,ET,Ethiopia,ET07,SNNP,ET0703,Kembata Tembaro,ET070306,Doyogena,3,ET070306,Doyogena,marmay,190.18201,183.28357,196.06708
ETH,ET,Ethiopia,ET07,SNNP,ET0703,Kembata Tembaro,ET070307,Damboya,3,ET070307,Damboya,marmay,176.76546,169.91327,182.22537
ETH,ET,Ethiopia,ET07,SNNP,ET0703,Kembata Tembaro,ET070308,Durame town,3,ET070308,Durame town,marmay,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0703,Kembata Tembaro,ET070309,Adilo,3,ET070309,Adilo,marmay,166.39619,147.51849,189.0802
ETH,ET,Ethiopia,ET07,SNNP,ET0703,Kembata Tembaro,ET070310,Shinshincho town,3,ET070310,Shinshincho town,marmay,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0703,Kembata Tembaro,ET070312,Hadero town,3,ET070312,Hadero town,marmay,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0705,Gedeo,ET070501,Wenago,3,ET070501,Wenago,marmay,190.47428,146.80258,230.10358
ETH,ET,Ethiopia,ET07,SNNP,ET0705,Gedeo,ET070502,Yirgachefe,3,ET070502,Yirgachefe,marmay,199.77468,134.07733,239.80908
ETH,ET,Ethiopia,ET07,SNNP,ET0705,Gedeo,ET070503,Kochere,3,ET070503,Kochere,marmay,142.29678,128.13574,165.77258
ETH,ET,Ethiopia,ET07,SNNP,ET0705,Gedeo,ET070504,Bule,3,ET070504,Bule,marmay,207.96716,200.08734,219.38257
ETH,ET,Ethiopia,ET07,SNNP,ET0705,Gedeo,ET070505,Dila Zuria,3,ET070505,Dila Zuria,marmay,183.35409,176.72131,195.22269
ETH,ET,Ethiopia,ET07,SNNP,ET0705,Gedeo,ET070506,Gedeb,3,ET070506,Gedeb,marmay,127.82127,108.30298,157.86115
ETH,ET,Ethiopia,ET07,SNNP,ET0705,Gedeo,ET070507,Dila town,3,ET070507,Dila town,marmay,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0705,Gedeo,ET070508,Chelelektu town,3,ET070508,Chelelektu town,marmay,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0705,Gedeo,ET070509,Rape,3,ET070509,Rape,marmay,211.59857,202.40198,225.81348
ETH,ET,Ethiopia,ET07,SNNP,ET0705,Gedeo,ET070510,Churso,3,ET070510,Churso,marmay,193.72555,170.81451,225.32629
ETH,ET,Ethiopia,ET07,SNNP,ET0705,Gedeo,ET070511,Gedeb town,3,ET070511,Gedeb town,marmay,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0705,Gedeo,ET070512,Yirgachefe town,3,ET070512,Yirgachefe town,marmay,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070601,Boloso Sore,3,ET070601,Boloso Sore,marmay,171.87942,149.48825,196.87317
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070602,Damot Gale,3,ET070602,Damot Gale,marmay,149.73395,135.37454,160.21689
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070603,Damot Woide,3,ET070603,Damot Woide,marmay,130.69489,121.53036,139.49643
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070604,Humbo,3,ET070604,Humbo,marmay,103.01354,77.27344,130.46414
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070605,Sodo Zuria,3,ET070605,Sodo Zuria,marmay,149.97823,127.87347,168.45218
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070606,Kindo Koyesha,3,ET070606,Kindo Koyesha,marmay,185.33941,156.13986,214.6188
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070607,Ofa,3,ET070607,Ofa,marmay,142.27199,115.87738,177.0079
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070608,Boloso Bombe,3,ET070608,Boloso Bombe,marmay,195.12478,183.26199,207.92603
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070609,Damot Sore,3,ET070609,Damot Sore,marmay,173.68259,146.18936,193.1998
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070610,Kindo Daddaye,3,ET070610,Kindo Daddaye,marmay,216.42712,188.02579,236.57074
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070611,Damot Pullasa,3,ET070611,Damot Pullasa,marmay,166.62529,150.80496,173.9328
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070612,Duguna Fango,3,ET070612,Duguna Fango,marmay,111.07783,95.19119,141.85693
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070613,Sodo Town,3,ET070613,Sodo Town,marmay,142.3139,142.3139,142.3139
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070614,Areka town,3,ET070614,Areka town,marmay,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070615,Boditi town,3,ET070615,Boditi town,marmay,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070616,Tebela town,3,ET070616,Tebela town,marmay,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070617,Gesuba town,3,ET070617,Gesuba town,marmay,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070618,Gununo Hamus town,3,ET070618,Gununo Hamus town,marmay,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070619,Hobicha Abaya,3,ET070619,Hobicha Abaya,marmay,81.0926,41.25745,139.21664
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070620,Kawo Koisha,3,ET070620,Kawo Koisha,marmay,185.33525,175.08545,203.33435
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070621,Abela Abaya,3,ET070621,Abela Abaya,marmay,69.8661,57.24524,81.97577
ETH,ET,Ethiopia,ET07,SNNP,ET0706,Wolayita,ET070622,Bayera Koisha,3,ET070622,Bayera Koisha,marmay,174.02289,174.02289,174.02289
ETH,ET,Ethiopia,ET07,SNNP,ET0707,South Omo,ET070701,Salamago,3,ET070701,Salamago,marmay,240.1841,143.81674,354.73291
ETH,ET,Ethiopia,ET07,SNNP,ET0707,South Omo,ET070702,South Ari,3,ET070702,South Ari,marmay,230.91829,109.40036,302.04462
ETH,ET,Ethiopia,ET07,SNNP,ET0707,South Omo,ET070703,North Ari,3,ET070703,North Ari,marmay,266.31958,232.61969,289.38507
ETH,ET,Ethiopia,ET07,SNNP,ET0707,South Omo,ET070704,Hamer,3,ET070704,Hamer,marmay,174.90726,74.61893,273.26346
ETH,ET,Ethiopia,ET07,SNNP,ET0707,South Omo,ET070705,Bena Tsemay,3,ET070705,Bena Tsemay,marmay,162.57326,89.00168,234.13571
ETH,ET,Ethiopia,ET07,SNNP,ET0707,South Omo,ET070706,Dasenech /Kuraz,3,ET070706,Dasenech /Kuraz,marmay,149.65355,107.31313,192.98016
ETH,ET,Ethiopia,ET07,SNNP,ET0707,South Omo,ET070707,Malie,3,ET070707,Malie,marmay,129.24447,94.43747,153.91806
ETH,ET,Ethiopia,ET07,SNNP,ET0707,South Omo,ET070708,Nyngatom,3,ET070708,Nyngatom,marmay,173.88206,138.53604,242.22079
ETH,ET,Ethiopia,ET07,SNNP,ET0707,South Omo,ET070709,Jinka town,3,ET070709,Jinka town,marmay,166.85535,166.85535,166.85535
ETH,ET,Ethiopia,ET07,SNNP,ET0707,South Omo,ET070710,Boko Dawula,3,ET070710,Boko Dawula,marmay,189.67651,152.72455,239.39432
ETH,ET,Ethiopia,ET07,SNNP,ET0707,South Omo,ET070711,Wub Ari,3,ET070711,Wub Ari,marmay,251.21836,208.78009,275.91333
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071003,Selamber town,3,ET071003,Selamber town,marmay,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071004,Boreda,3,ET071004,Boreda,marmay,98.49832,58.88763,137.19482
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071005,Mirab Abaya,3,ET071005,Mirab Abaya,marmay,50.68198,20.70163,92.29095
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071006,Chencha Zuriya,3,ET071006,Chencha Zuriya,marmay,97.62029,64.06128,123.89252
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071007,Ezo /Kogota,3,ET071007,Ezo /Kogota,marmay,83.29641,79.31387,89.18414
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071008,Dita,3,ET071008,Dita,marmay,136.21865,93.65994,185.13467
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071009,Daramalo,3,ET071009,Daramalo,marmay,155.75203,136.83444,201.09573
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071010,Chencha,3,ET071010,Chencha,marmay,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071011,Kemba,3,ET071011,Kemba,marmay,158.29299,132.84824,192.32715
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071012,Kemba town,3,ET071012,Kemba town,marmay,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071013,Gerese,3,ET071013,Gerese,marmay,126.64646,95.64841,168.90973
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071014,Bonke,3,ET071014,Bonke,marmay,184.99469,166.64212,195.90204
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071015,Arba Minch Zuria,3,ET071015,Arba Minch Zuria,marmay,81.83453,57.55197,118.23172
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071016,Gacho Baba,3,ET071016,Gacho Baba,marmay,138.43194,101.79712,171.07764
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071017,Kucha Alpha,3,ET071017,Kucha Alpha,marmay,175.80937,127.89703,211.95856
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071018,Garda Marta,3,ET071018,Garda Marta,marmay,136.38593,113.1636,157.53769
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071019,Kucha,3,ET071019,Kucha,marmay,138.04968,90.4043,192.01096
ETH,ET,Ethiopia,ET07,SNNP,ET0710,Gamo,ET071021,Arba Minch town,3,ET071021,Arba Minch town,marmay,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0712,Alle,ET071205,Alle Special,3,ET071205,Alle Special,marmay,110.68474,92.65805,143.31931
ETH,ET,Ethiopia,ET07,SNNP,ET0713,Konso,ET071301,Karat town,3,ET071301,Karat town,marmay,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0713,Konso,ET071302,Segen Zuria,3,ET071302,Segen Zuria,marmay,90.07615,45.09665,121.32437
ETH,ET,Ethiopia,ET07,SNNP,ET0713,Konso,ET071303,Karat Zuria,3,ET071303,Karat Zuria,marmay,75.28249,51.20918,120.80588
ETH,ET,Ethiopia,ET07,SNNP,ET0713,Konso,ET071304,Kena,3,ET071304,Kena,marmay,96.95248,58.94701,125.38397
ETH,ET,Ethiopia,ET07,SNNP,ET0714,Halaba,ET071401,Kulito town,3,ET071401,Kulito town,marmay,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0714,Halaba,ET071402,Wera,3,ET071402,Wera,marmay,142.39957,126.66068,158.9274
ETH,ET,Ethiopia,ET07,SNNP,ET0714,Halaba,ET071403,Atote Ulo,3,ET071403,Atote Ulo,marmay,142.80784,98.61633,164.50089
ETH,ET,Ethiopia,ET07,SNNP,ET0714,Halaba,ET071404,Wera Djo,3,ET071404,Wera Djo,marmay,87.91763,61.94971,139.93979
ETH,ET,Ethiopia,ET07,SNNP,ET0715,Gofa,ET071501,Melekoza,3,ET071501,Melekoza,marmay,337.91751,294.43469,379.46521
ETH,ET,Ethiopia,ET07,SNNP,ET0715,Gofa,ET071502,Denba Gofa,3,ET071502,Denba Gofa,marmay,231.31822,165.2298,318.37488
ETH,ET,Ethiopia,ET07,SNNP,ET0715,Gofa,ET071503,Zala,3,ET071503,Zala,marmay,156.8988,128.69611,197.10297
ETH,ET,Ethiopia,ET07,SNNP,ET0715,Gofa,ET071504,Uba Debre Tsehay,3,ET071504,Uba Debre Tsehay,marmay,166.02406,119.52655,246.82562
ETH,ET,Ethiopia,ET07,SNNP,ET0715,Gofa,ET071505,Gezei Gofa,3,ET071505,Gezei Gofa,marmay,286.61551,233.54614,328.45776
ETH,ET,Ethiopia,ET07,SNNP,ET0715,Gofa,ET071506,O'yida,3,ET071506,O'yida,marmay,200.04496,173.42584,233.01782
ETH,ET,Ethiopia,ET07,SNNP,ET0715,Gofa,ET071507,Sawla town,3,ET071507,Sawla town,marmay,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0715,Gofa,ET071508,Bulike town,3,ET071508,Bulike town,marmay,,,
ETH,ET,Ethiopia,ET07,SNNP,ET0715,Gofa,ET071509,Melo Gada,3,ET071509,Melo Gada,marmay,302.71987,247.42242,379.82343
ETH,ET,Ethiopia,ET07,SNNP,ET0716,Basketo,ET071601,Basketo SP Woreda,3,ET071601,Basketo SP Woreda,marmay,310.8779,251.92468,355.76581
ETH,ET,Ethiopia,ET07,SNNP,ET0720,Siltie,ET072001,Alicho Woriro,3,ET072001,Alicho Woriro,marmay,298.21419,243.57101,361.64764
ETH,ET,Ethiopia,ET07,SNNP,ET0720,Siltie,ET072002,Siltie,3,ET072002,Siltie,marmay,271.68286,221.05264,360.08591
ETH,ET,Ethiopia,ET07,SNNP,ET0720,Siltie,ET072003,Lanfero,3,ET072003,Lanfero,marmay,187.2772,162.25275,220.33395
ETH,ET,Ethiopia,ET07,SNNP,ET0720,Siltie,ET072004,Mierab Azenet Berbere,3,ET072004,Mierab Azenet Berbere,marmay,191.11931,167.76224,211.73575
ETH,ET,Ethiopia,ET07,SNNP,ET0720,Siltie,ET072005,Dalocha,3,ET072005,Dalocha,marmay,152.57701,89.17648,197.72498
ETH,ET,Ethiopia,ET07,SNNP,ET0720,Siltie,ET072006,Sankura,3,ET072006,Sankura,marmay,131.27332,124.10413,142.54453
ETH,ET,Ethiopia,ET07,SNNP,ET0720,Siltie,ET072007,Misrak Azenet Berbere,3,ET072007,Misrak Azenet Berbere,marmay,201.91106,170.54312,249.70947
ETH,ET,Ethiopia,ET07,SNNP,ET0720,Siltie,ET072008,Wulbareg,3,ET072008,Wulbareg,marmay,190.80188,152.64319,241.85678
ETH,ET,Ethiopia,ET07,SNNP,ET0720,Siltie,ET072009,Tora town,3,ET072009,Tora town,marmay,173.66354,173.66354,173.66354
